Kab_Kota,Lat,Lon,Tahun,Bulan,Periode,Curah_Hujan_mm,Suhu_C
Cirebon,-6.761,108.476,2021,12,2021-12,352.2,25.36
Cirebon,-6.761,108.476,2022,1,2022-01,302.2,25.19
Cirebon,-6.761,108.476,2022,2,2022-02,259.8,25.09
Cirebon,-6.761,108.476,2022,3,2022-03,371.7,25.29
Cirebon,-6.761,108.476,2022,4,2022-04,285.6,25.48
Cirebon,-6.761,108.476,2022,5,2022-05,179.8,25.41
Cirebon,-6.761,108.476,2022,6,2022-06,166.5,24.63
Cirebon,-6.761,108.476,2022,7,2022-07,158.1,24.36
Cirebon,-6.761,108.476,2022,8,2022-08,63.9,24.46
Cirebon,-6.761,108.476,2022,9,2022-09,198.3,24.81
Cirebon,-6.761,108.476,2022,10,2022-10,258.5,24.62
Cirebon,-6.761,108.476,2022,11,2022-11,375.3,24.87
Cirebon,-6.761,108.476,2022,12,2022-12,266.0,24.76
Cirebon,-6.761,108.476,2023,1,2023-01,250.2,24.9
Cirebon,-6.761,108.476,2023,2,2023-02,266.6,24.71
Cirebon,-6.761,108.476,2023,3,2023-03,242.4,25.19
Cirebon,-6.761,108.476,2023,4,2023-04,267.6,25.59
Cirebon,-6.761,108.476,2023,5,2023-05,95.2,25.17
Cirebon,-6.761,108.476,2023,6,2023-06,101.4,24.85
Cirebon,-6.761,108.476,2023,7,2023-07,68.5,23.81
Cirebon,-6.761,108.476,2023,8,2023-08,6.2,23.6
Cirebon,-6.761,108.476,2023,9,2023-09,2.4,24.12
Cirebon,-6.761,108.476,2023,10,2023-10,11.8,26.73
Cirebon,-6.761,108.476,2023,11,2023-11,185.1,26.32
Cirebon,-6.761,108.476,2023,12,2023-12,190.7,26.16
Cirebon,-6.761,108.476,2024,1,2024-01,323.3,26.15
Cirebon,-6.761,108.476,2024,2,2024-02,285.6,26.38
Cirebon,-6.761,108.476,2024,3,2024-03,247.1,26.2
Cirebon,-6.761,108.476,2024,4,2024-04,234.6,26.3
Cirebon,-6.761,108.476,2024,5,2024-05,79.4,25.82
Cirebon,-6.761,108.476,2024,6,2024-06,106.8,25.38
Cirebon,-6.761,108.476,2024,7,2024-07,125.5,24.2
Cirebon,-6.761,108.476,2024,8,2024-08,20.8,24.04
Cirebon,-6.761,108.476,2024,9,2024-09,118.5,25.13
Cirebon,-6.761,108.476,2024,10,2024-10,128.3,26.26
Cirebon,-6.761,108.476,2024,11,2024-11,311.7,25.84
Cirebon,-6.761,108.476,2024,12,2024-12,272.8,25.89
Cirebon,-6.761,108.476,2025,1,2025-01,446.4,25.54
Cirebon,-6.761,108.476,2025,2,2025-02,294.3,25.28
Cirebon,-6.761,108.476,2025,3,2025-03,168.3,25.58
Cirebon,-6.761,108.476,2025,4,2025-04,195.6,25.41
Cirebon,-6.761,108.476,2025,5,2025-05,375.1,25.72
Cirebon,-6.761,108.476,2025,6,2025-06,254.7,25.06
Cirebon,-6.761,108.476,2025,7,2025-07,70.7,24.09
Cirebon,-6.761,108.476,2025,8,2025-08,236.2,24.58
Cirebon,-6.761,108.476,2025,9,2025-09,278.7,24.88
Cirebon,-6.761,108.476,2025,10,2025-10,433.7,25.26
Cirebon,-6.761,108.476,2025,11,2025-11,381.9,25.13
Cirebon,-6.761,108.476,2025,12,2025-12,261.0,25.32
Majalengka,-6.836,108.228,2021,1,2021-01,337.3,22.74
Majalengka,-6.836,108.228,2021,2,2021-02,443.2,22.66
Majalengka,-6.836,108.228,2021,3,2021-03,446.1,23.07
Majalengka,-6.836,108.228,2021,4,2021-04,171.9,22.81
Majalengka,-6.836,108.228,2021,5,2021-05,143.8,23.29
Majalengka,-6.836,108.228,2021,6,2021-06,162.6,22.78
Majalengka,-6.836,108.228,2021,7,2021-07,45.3,21.91
Majalengka,-6.836,108.228,2021,8,2021-08,72.2,22.33
Majalengka,-6.836,108.228,2021,9,2021-09,122.4,22.62
Majalengka,-6.836,108.228,2021,10,2021-10,194.7,23.37
Majalengka,-6.836,108.228,2021,11,2021-11,477.3,23.29
Majalengka,-6.836,108.228,2021,12,2021-12,345.0,23.29
Majalengka,-6.836,108.228,2022,1,2022-01,248.3,23.09
Majalengka,-6.836,108.228,2022,2,2022-02,236.0,22.91
Majalengka,-6.836,108.228,2022,3,2022-03,360.2,23.23
Majalengka,-6.836,108.228,2022,4,2022-04,354.0,23.37
Majalengka,-6.836,108.228,2022,5,2022-05,207.7,23.27
Majalengka,-6.836,108.228,2022,6,2022-06,155.1,22.45
Majalengka,-6.836,108.228,2022,7,2022-07,151.6,22.18
Majalengka,-6.836,108.228,2022,8,2022-08,71.9,22.32
Majalengka,-6.836,108.228,2022,9,2022-09,201.0,22.71
Majalengka,-6.836,108.228,2022,10,2022-10,332.3,22.82
Majalengka,-6.836,108.228,2022,11,2022-11,381.9,22.92
Majalengka,-6.836,108.228,2022,12,2022-12,271.2,22.78
Majalengka,-6.836,108.228,2023,1,2023-01,187.2,22.84
Majalengka,-6.836,108.228,2023,2,2023-02,287.0,22.34
Majalengka,-6.836,108.228,2023,3,2023-03,299.8,23.06
Majalengka,-6.836,108.228,2023,4,2023-04,281.4,23.55
Majalengka,-6.836,108.228,2023,5,2023-05,152.5,23.11
Majalengka,-6.836,108.228,2023,6,2023-06,108.6,22.81
Majalengka,-6.836,108.228,2023,7,2023-07,57.4,21.8
Majalengka,-6.836,108.228,2023,8,2023-08,11.8,21.5
Majalengka,-6.836,108.228,2023,9,2023-09,5.7,21.96
Majalengka,-6.836,108.228,2023,10,2023-10,38.4,24.01
Majalengka,-6.836,108.228,2023,11,2023-11,249.3,24.18
Majalengka,-6.836,108.228,2023,12,2023-12,237.5,24.16
Majalengka,-6.836,108.228,2024,1,2024-01,423.8,24.08
Majalengka,-6.836,108.228,2024,2,2024-02,367.1,24.32
Majalengka,-6.836,108.228,2024,3,2024-03,277.1,23.98
Majalengka,-6.836,108.228,2024,4,2024-04,272.1,24.23
Majalengka,-6.836,108.228,2024,5,2024-05,71.0,23.7
Majalengka,-6.836,108.228,2024,6,2024-06,115.8,23.27
Majalengka,-6.836,108.228,2024,7,2024-07,359.0,21.95
Majalengka,-6.836,108.228,2024,8,2024-08,53.9,21.88
Majalengka,-6.836,108.228,2024,9,2024-09,211.8,22.93
Majalengka,-6.836,108.228,2024,10,2024-10,98.6,23.86
Majalengka,-6.836,108.228,2024,11,2024-11,427.8,23.9
Majalengka,-6.836,108.228,2024,12,2024-12,252.0,23.57
Majalengka,-6.836,108.228,2025,1,2025-01,466.6,23.23
Majalengka,-6.836,108.228,2025,2,2025-02,287.3,23.19
Majalengka,-6.836,108.228,2025,3,2025-03,191.0,23.38
Majalengka,-6.836,108.228,2025,4,2025-04,201.6,23.28
Majalengka,-6.836,108.228,2025,5,2025-05,316.5,23.73
Majalengka,-6.836,108.228,2025,6,2025-06,295.8,22.79
Majalengka,-6.836,108.228,2025,7,2025-07,117.8,21.97
Majalengka,-6.836,108.228,2025,8,2025-08,249.6,22.39
Majalengka,-6.836,108.228,2025,9,2025-09,256.5,22.68
Majalengka,-6.836,108.228,2025,10,2025-10,408.9,23.13
Majalengka,-6.836,108.228,2025,11,2025-11,294.0,23.28
Majalengka,-6.836,108.228,2025,12,2025-12,200.9,23.31
Sumedang,-6.855,107.92,2021,1,2021-01,337.3,22.74
Sumedang,-6.855,107.92,2021,2,2021-02,443.2,22.66
Sumedang,-6.855,107.92,2021,3,2021-03,446.1,23.07
Sumedang,-6.855,107.92,2021,4,2021-04,171.9,22.81
Sumedang,-6.855,107.92,2021,5,2021-05,143.8,23.29
Sumedang,-6.855,107.92,2021,6,2021-06,162.6,22.78
Sumedang,-6.855,107.92,2021,7,2021-07,45.3,21.91
Sumedang,-6.855,107.92,2021,8,2021-08,72.2,22.33
Sumedang,-6.855,107.92,2021,9,2021-09,122.4,22.62
Sumedang,-6.855,107.92,2021,10,2021-10,194.7,23.37
Sumedang,-6.855,107.92,2021,11,2021-11,477.3,23.29
Sumedang,-6.855,107.92,2021,12,2021-12,345.0,23.29
Sumedang,-6.855,107.92,2022,1,2022-01,248.3,23.09
Sumedang,-6.855,107.92,2022,2,2022-02,236.0,22.91
Sumedang,-6.855,107.92,2022,3,2022-03,360.2,23.23
Sumedang,-6.855,107.92,2022,4,2022-04,354.0,23.37
Sumedang,-6.855,107.92,2022,5,2022-05,207.7,23.27
Sumedang,-6.855,107.92,2022,6,2022-06,155.1,22.45
Sumedang,-6.855,107.92,2022,7,2022-07,151.6,22.18
Sumedang,-6.855,107.92,2022,8,2022-08,71.9,22.32
Sumedang,-6.855,107.92,2022,9,2022-09,201.0,22.71
Sumedang,-6.855,107.92,2022,10,2022-10,332.3,22.82
Sumedang,-6.855,107.92,2022,11,2022-11,381.9,22.92
Sumedang,-6.855,107.92,2022,12,2022-12,271.2,22.78
Sumedang,-6.855,107.92,2023,1,2023-01,187.2,22.84
Sumedang,-6.855,107.92,2023,2,2023-02,287.0,22.34
Sumedang,-6.855,107.92,2023,3,2023-03,299.8,23.06
Sumedang,-6.855,107.92,2023,4,2023-04,281.4,23.55
Sumedang,-6.855,107.92,2023,5,2023-05,152.5,23.11
Sumedang,-6.855,107.92,2023,6,2023-06,108.6,22.81
Sumedang,-6.855,107.92,2023,7,2023-07,57.4,21.8
Sumedang,-6.855,107.92,2023,8,2023-08,11.8,21.5
Sumedang,-6.855,107.92,2023,9,2023-09,5.7,21.96
Sumedang,-6.855,107.92,2023,10,2023-10,38.4,24.01
Sumedang,-6.855,107.92,2023,11,2023-11,249.3,24.18
Sumedang,-6.855,107.92,2023,12,2023-12,237.5,24.16
Sumedang,-6.855,107.92,2024,1,2024-01,423.8,24.08
Sumedang,-6.855,107.92,2024,2,2024-02,367.1,24.32
Sumedang,-6.855,107.92,2024,3,2024-03,277.1,23.98
Sumedang,-6.855,107.92,2024,4,2024-04,272.1,24.23
Sumedang,-6.855,107.92,2024,5,2024-05,71.0,23.7
Sumedang,-6.855,107.92,2024,6,2024-06,115.8,23.27
Sumedang,-6.855,107.92,2024,7,2024-07,359.0,21.95
Sumedang,-6.855,107.92,2024,8,2024-08,53.9,21.88
Sumedang,-6.855,107.92,2024,9,2024-09,211.8,22.93
Sumedang,-6.855,107.92,2024,10,2024-10,98.6,23.86
Sumedang,-6.855,107.92,2024,11,2024-11,427.8,23.9
Sumedang,-6.855,107.92,2024,12,2024-12,252.0,23.57
Sumedang,-6.855,107.92,2025,1,2025-01,466.6,23.23
Sumedang,-6.855,107.92,2025,2,2025-02,287.3,23.19
Sumedang,-6.855,107.92,2025,3,2025-03,191.0,23.38
Sumedang,-6.855,107.92,2025,4,2025-04,201.6,23.28
Sumedang,-6.855,107.92,2025,5,2025-05,316.5,23.73
Sumedang,-6.855,107.92,2025,6,2025-06,295.8,22.79
Sumedang,-6.855,107.92,2025,7,2025-07,117.8,21.97
Sumedang,-6.855,107.92,2025,8,2025-08,249.6,22.39
Sumedang,-6.855,107.92,2025,9,2025-09,256.5,22.68
Sumedang,-6.855,107.92,2025,10,2025-10,408.9,23.13
Sumedang,-6.855,107.92,2025,11,2025-11,294.0,23.28
Sumedang,-6.855,107.92,2025,12,2025-12,200.9,23.31
Indramayu,-6.327,108.324,2021,1,2021-01,351.2,25.9
Indramayu,-6.327,108.324,2021,2,2021-02,518.0,25.92
Indramayu,-6.327,108.324,2021,3,2021-03,443.6,26.35
Indramayu,-6.327,108.324,2021,4,2021-04,174.6,26.39
Indramayu,-6.327,108.324,2021,5,2021-05,128.3,27.01
Indramayu,-6.327,108.324,2021,6,2021-06,122.7,26.6
Indramayu,-6.327,108.324,2021,7,2021-07,37.2,26.1
Indramayu,-6.327,108.324,2021,8,2021-08,61.7,26.48
Indramayu,-6.327,108.324,2021,9,2021-09,107.4,26.73
Indramayu,-6.327,108.324,2021,10,2021-10,156.2,27.65
Indramayu,-6.327,108.324,2021,11,2021-11,450.6,27.02
Indramayu,-6.327,108.324,2021,12,2021-12,367.0,26.75
Indramayu,-6.327,108.324,2022,1,2022-01,290.2,26.37
Indramayu,-6.327,108.324,2022,2,2022-02,251.4,26.28
Indramayu,-6.327,108.324,2022,3,2022-03,323.9,26.83
Indramayu,-6.327,108.324,2022,4,2022-04,344.4,26.94
Indramayu,-6.327,108.324,2022,5,2022-05,184.5,26.89
Indramayu,-6.327,108.324,2022,6,2022-06,132.0,26.15
Indramayu,-6.327,108.324,2022,7,2022-07,127.4,26.04
Indramayu,-6.327,108.324,2022,8,2022-08,55.8,26.25
Indramayu,-6.327,108.324,2022,9,2022-09,134.4,26.66
Indramayu,-6.327,108.324,2022,10,2022-10,309.1,26.66
Indramayu,-6.327,108.324,2022,11,2022-11,317.4,26.61
Indramayu,-6.327,108.324,2022,12,2022-12,261.0,26.34
Indramayu,-6.327,108.324,2023,1,2023-01,207.7,26.28
Indramayu,-6.327,108.324,2023,2,2023-02,338.2,25.68
Indramayu,-6.327,108.324,2023,3,2023-03,272.5,26.5
Indramayu,-6.327,108.324,2023,4,2023-04,263.1,27.1
Indramayu,-6.327,108.324,2023,5,2023-05,119.0,27.04
Indramayu,-6.327,108.324,2023,6,2023-06,91.2,26.73
Indramayu,-6.327,108.324,2023,7,2023-07,41.9,26.09
Indramayu,-6.327,108.324,2023,8,2023-08,9.9,26.03
Indramayu,-6.327,108.324,2023,9,2023-09,3.6,27.0
Indramayu,-6.327,108.324,2023,10,2023-10,31.0,29.07
Indramayu,-6.327,108.324,2023,11,2023-11,200.1,28.6
Indramayu,-6.327,108.324,2023,12,2023-12,211.4,28.09
Indramayu,-6.327,108.324,2024,1,2024-01,385.6,27.47
Indramayu,-6.327,108.324,2024,2,2024-02,355.0,27.32
Indramayu,-6.327,108.324,2024,3,2024-03,261.9,27.38
Indramayu,-6.327,108.324,2024,4,2024-04,257.1,27.92
Indramayu,-6.327,108.324,2024,5,2024-05,59.2,27.62
Indramayu,-6.327,108.324,2024,6,2024-06,91.5,27.21
Indramayu,-6.327,108.324,2024,7,2024-07,294.5,26.14
Indramayu,-6.327,108.324,2024,8,2024-08,40.9,26.31
Indramayu,-6.327,108.324,2024,9,2024-09,133.5,27.22
Indramayu,-6.327,108.324,2024,10,2024-10,75.0,28.24
Indramayu,-6.327,108.324,2024,11,2024-11,359.1,27.83
Indramayu,-6.327,108.324,2024,12,2024-12,242.7,27.01
Indramayu,-6.327,108.324,2025,1,2025-01,527.9,26.46
Indramayu,-6.327,108.324,2025,2,2025-02,283.1,26.31
Indramayu,-6.327,108.324,2025,3,2025-03,185.4,26.82
Indramayu,-6.327,108.324,2025,4,2025-04,202.8,27.03
Indramayu,-6.327,108.324,2025,5,2025-05,276.5,27.43
Indramayu,-6.327,108.324,2025,6,2025-06,233.4,26.62
Indramayu,-6.327,108.324,2025,7,2025-07,129.9,25.98
Indramayu,-6.327,108.324,2025,8,2025-08,205.8,26.2
Indramayu,-6.327,108.324,2025,9,2025-09,210.9,26.68
Indramayu,-6.327,108.324,2025,10,2025-10,312.2,27.16
Indramayu,-6.327,108.324,2025,11,2025-11,257.7,27.16
Indramayu,-6.327,108.324,2025,12,2025-12,203.0,26.72
Subang,-6.571,107.762,2021,1,2021-01,321.2,24.72
Subang,-6.571,107.762,2021,2,2021-02,538.4,24.73
Subang,-6.571,107.762,2021,3,2021-03,494.4,25.28
Subang,-6.571,107.762,2021,4,2021-04,230.1,25.31
Subang,-6.571,107.762,2021,5,2021-05,182.0,25.69
Subang,-6.571,107.762,2021,6,2021-06,154.8,25.32
Subang,-6.571,107.762,2021,7,2021-07,63.2,24.7
Subang,-6.571,107.762,2021,8,2021-08,93.0,25.19
Subang,-6.571,107.762,2021,9,2021-09,144.9,25.51
Subang,-6.571,107.762,2021,10,2021-10,225.4,26.44
Subang,-6.571,107.762,2021,11,2021-11,293.4,25.73
Subang,-6.571,107.762,2021,12,2021-12,312.5,25.63
Subang,-6.571,107.762,2022,1,2022-01,227.8,25.27
Subang,-6.571,107.762,2022,2,2022-02,226.5,25.06
Subang,-6.571,107.762,2022,3,2022-03,253.3,25.62
Subang,-6.571,107.762,2022,4,2022-04,307.2,25.78
Subang,-6.571,107.762,2022,5,2022-05,197.5,25.66
Subang,-6.571,107.762,2022,6,2022-06,162.0,24.95
Subang,-6.571,107.762,2022,7,2022-07,125.9,24.98
Subang,-6.571,107.762,2022,8,2022-08,112.8,25.27
Subang,-6.571,107.762,2022,9,2022-09,180.0,25.57
Subang,-6.571,107.762,2022,10,2022-10,303.5,25.58
Subang,-6.571,107.762,2022,11,2022-11,254.7,25.31
Subang,-6.571,107.762,2022,12,2022-12,253.9,25.3
Subang,-6.571,107.762,2023,1,2023-01,148.8,25.06
Subang,-6.571,107.762,2023,2,2023-02,404.9,24.41
Subang,-6.571,107.762,2023,3,2023-03,270.0,25.36
Subang,-6.571,107.762,2023,4,2023-04,162.0,25.94
Subang,-6.571,107.762,2023,5,2023-05,189.1,26.09
Subang,-6.571,107.762,2023,6,2023-06,123.9,25.78
Subang,-6.571,107.762,2023,7,2023-07,46.2,25.12
Subang,-6.571,107.762,2023,8,2023-08,20.2,24.93
Subang,-6.571,107.762,2023,9,2023-09,5.1,25.71
Subang,-6.571,107.762,2023,10,2023-10,47.4,27.73
Subang,-6.571,107.762,2023,11,2023-11,238.2,27.47
Subang,-6.571,107.762,2023,12,2023-12,157.2,26.97
Subang,-6.571,107.762,2024,1,2024-01,410.1,26.26
Subang,-6.571,107.762,2024,2,2024-02,386.0,26.36
Subang,-6.571,107.762,2024,3,2024-03,319.6,26.18
Subang,-6.571,107.762,2024,4,2024-04,254.4,26.84
Subang,-6.571,107.762,2024,5,2024-05,95.8,26.64
Subang,-6.571,107.762,2024,6,2024-06,186.6,26.04
Subang,-6.571,107.762,2024,7,2024-07,283.0,25.06
Subang,-6.571,107.762,2024,8,2024-08,67.3,25.33
Subang,-6.571,107.762,2024,9,2024-09,237.3,26.09
Subang,-6.571,107.762,2024,10,2024-10,71.3,27.02
Subang,-6.571,107.762,2024,11,2024-11,338.7,26.55
Subang,-6.571,107.762,2024,12,2024-12,318.7,25.66
Subang,-6.571,107.762,2025,1,2025-01,474.3,25.27
Subang,-6.571,107.762,2025,2,2025-02,252.0,25.22
Subang,-6.571,107.762,2025,3,2025-03,220.1,25.53
Subang,-6.571,107.762,2025,4,2025-04,174.9,26.04
Subang,-6.571,107.762,2025,5,2025-05,205.8,26.41
Subang,-6.571,107.762,2025,6,2025-06,240.0,25.57
Subang,-6.571,107.762,2025,7,2025-07,186.9,25.13
Subang,-6.571,107.762,2025,8,2025-08,212.7,25.19
Subang,-6.571,107.762,2025,9,2025-09,201.9,25.81
Subang,-6.571,107.762,2025,10,2025-10,250.2,26.13
Subang,-6.571,107.762,2025,11,2025-11,177.3,26.08
Subang,-6.571,107.762,2025,12,2025-12,235.3,25.56
Purwakarta,-6.556,107.443,2021,1,2021-01,321.2,24.72
Purwakarta,-6.556,107.443,2021,2,2021-02,538.4,24.73
Purwakarta,-6.556,107.443,2021,3,2021-03,494.4,25.28
Purwakarta,-6.556,107.443,2021,4,2021-04,230.1,25.31
Purwakarta,-6.556,107.443,2021,5,2021-05,182.0,25.69
Purwakarta,-6.556,107.443,2021,6,2021-06,154.8,25.32
Purwakarta,-6.556,107.443,2021,7,2021-07,63.2,24.7
Purwakarta,-6.556,107.443,2021,8,2021-08,93.0,25.19
Purwakarta,-6.556,107.443,2021,9,2021-09,144.9,25.51
Purwakarta,-6.556,107.443,2021,10,2021-10,225.4,26.44
Purwakarta,-6.556,107.443,2021,11,2021-11,293.4,25.73
Purwakarta,-6.556,107.443,2021,12,2021-12,312.5,25.63
Purwakarta,-6.556,107.443,2022,1,2022-01,227.8,25.27
Purwakarta,-6.556,107.443,2022,2,2022-02,226.5,25.06
Purwakarta,-6.556,107.443,2022,3,2022-03,253.3,25.62
Purwakarta,-6.556,107.443,2022,4,2022-04,307.2,25.78
Purwakarta,-6.556,107.443,2022,5,2022-05,197.5,25.66
Purwakarta,-6.556,107.443,2022,6,2022-06,162.0,24.95
Purwakarta,-6.556,107.443,2022,7,2022-07,125.9,24.98
Purwakarta,-6.556,107.443,2022,8,2022-08,112.8,25.27
Purwakarta,-6.556,107.443,2022,9,2022-09,180.0,25.57
Purwakarta,-6.556,107.443,2022,10,2022-10,303.5,25.58
Purwakarta,-6.556,107.443,2022,11,2022-11,254.7,25.31
Purwakarta,-6.556,107.443,2022,12,2022-12,253.9,25.3
Purwakarta,-6.556,107.443,2023,1,2023-01,148.8,25.06
Purwakarta,-6.556,107.443,2023,2,2023-02,404.9,24.41
Purwakarta,-6.556,107.443,2023,3,2023-03,270.0,25.36
Purwakarta,-6.556,107.443,2023,4,2023-04,162.0,25.94
Purwakarta,-6.556,107.443,2023,5,2023-05,189.1,26.09
Purwakarta,-6.556,107.443,2023,6,2023-06,123.9,25.78
Purwakarta,-6.556,107.443,2023,7,2023-07,46.2,25.12
Purwakarta,-6.556,107.443,2023,8,2023-08,20.2,24.93
Purwakarta,-6.556,107.443,2023,9,2023-09,5.1,25.71
Purwakarta,-6.556,107.443,2023,10,2023-10,47.4,27.73
Purwakarta,-6.556,107.443,2023,11,2023-11,238.2,27.47
Purwakarta,-6.556,107.443,2023,12,2023-12,157.2,26.97
Purwakarta,-6.556,107.443,2024,1,2024-01,410.1,26.26
Purwakarta,-6.556,107.443,2024,2,2024-02,386.0,26.36
Purwakarta,-6.556,107.443,2024,3,2024-03,319.6,26.18
Purwakarta,-6.556,107.443,2024,4,2024-04,254.4,26.84
Purwakarta,-6.556,107.443,2024,5,2024-05,95.8,26.64
Purwakarta,-6.556,107.443,2024,6,2024-06,186.6,26.04
Purwakarta,-6.556,107.443,2024,7,2024-07,283.0,25.06
Purwakarta,-6.556,107.443,2024,8,2024-08,67.3,25.33
Purwakarta,-6.556,107.443,2024,9,2024-09,237.3,26.09
Purwakarta,-6.556,107.443,2024,10,2024-10,71.3,27.02
Purwakarta,-6.556,107.443,2024,11,2024-11,338.7,26.55
Purwakarta,-6.556,107.443,2024,12,2024-12,318.7,25.66
Purwakarta,-6.556,107.443,2025,1,2025-01,474.3,25.27
Purwakarta,-6.556,107.443,2025,2,2025-02,252.0,25.22
Purwakarta,-6.556,107.443,2025,3,2025-03,220.1,25.53
Purwakarta,-6.556,107.443,2025,4,2025-04,174.9,26.04
Purwakarta,-6.556,107.443,2025,5,2025-05,205.8,26.41
Purwakarta,-6.556,107.443,2025,6,2025-06,240.0,25.57
Purwakarta,-6.556,107.443,2025,7,2025-07,186.9,25.13
Purwakarta,-6.556,107.443,2025,8,2025-08,212.7,25.19
Purwakarta,-6.556,107.443,2025,9,2025-09,201.9,25.81
Purwakarta,-6.556,107.443,2025,10,2025-10,250.2,26.13
Purwakarta,-6.556,107.443,2025,11,2025-11,177.3,26.08
Purwakarta,-6.556,107.443,2025,12,2025-12,235.3,25.56
Karawang,-6.321,107.339,2021,1,2021-01,321.2,24.72
Karawang,-6.321,107.339,2021,2,2021-02,538.4,24.73
Karawang,-6.321,107.339,2021,3,2021-03,494.4,25.28
Karawang,-6.321,107.339,2021,4,2021-04,230.1,25.31
Karawang,-6.321,107.339,2021,5,2021-05,182.0,25.69
Karawang,-6.321,107.339,2021,6,2021-06,154.8,25.32
Karawang,-6.321,107.339,2021,7,2021-07,63.2,24.7
Karawang,-6.321,107.339,2021,8,2021-08,93.0,25.19
Karawang,-6.321,107.339,2021,9,2021-09,144.9,25.51
Karawang,-6.321,107.339,2021,10,2021-10,225.4,26.44
Karawang,-6.321,107.339,2021,11,2021-11,293.4,25.73
Karawang,-6.321,107.339,2021,12,2021-12,312.5,25.63
Karawang,-6.321,107.339,2022,1,2022-01,227.8,25.27
Karawang,-6.321,107.339,2022,2,2022-02,226.5,25.06
Karawang,-6.321,107.339,2022,3,2022-03,253.3,25.62
Karawang,-6.321,107.339,2022,4,2022-04,307.2,25.78
Karawang,-6.321,107.339,2022,5,2022-05,197.5,25.66
Karawang,-6.321,107.339,2022,6,2022-06,162.0,24.95
Karawang,-6.321,107.339,2022,7,2022-07,125.9,24.98
Karawang,-6.321,107.339,2022,8,2022-08,112.8,25.27
Karawang,-6.321,107.339,2022,9,2022-09,180.0,25.57
Karawang,-6.321,107.339,2022,10,2022-10,303.5,25.58
Karawang,-6.321,107.339,2022,11,2022-11,254.7,25.31
Karawang,-6.321,107.339,2022,12,2022-12,253.9,25.3
Karawang,-6.321,107.339,2023,1,2023-01,148.8,25.06
Karawang,-6.321,107.339,2023,2,2023-02,404.9,24.41
Karawang,-6.321,107.339,2023,3,2023-03,270.0,25.36
Karawang,-6.321,107.339,2023,4,2023-04,162.0,25.94
Karawang,-6.321,107.339,2023,5,2023-05,189.1,26.09
Karawang,-6.321,107.339,2023,6,2023-06,123.9,25.78
Karawang,-6.321,107.339,2023,7,2023-07,46.2,25.12
Karawang,-6.321,107.339,2023,8,2023-08,20.2,24.93
Karawang,-6.321,107.339,2023,9,2023-09,5.1,25.71
Karawang,-6.321,107.339,2023,10,2023-10,47.4,27.73
Karawang,-6.321,107.339,2023,11,2023-11,238.2,27.47
Karawang,-6.321,107.339,2023,12,2023-12,157.2,26.97
Karawang,-6.321,107.339,2024,1,2024-01,410.1,26.26
Karawang,-6.321,107.339,2024,2,2024-02,386.0,26.36
Karawang,-6.321,107.339,2024,3,2024-03,319.6,26.18
Karawang,-6.321,107.339,2024,4,2024-04,254.4,26.84
Karawang,-6.321,107.339,2024,5,2024-05,95.8,26.64
Karawang,-6.321,107.339,2024,6,2024-06,186.6,26.04
Karawang,-6.321,107.339,2024,7,2024-07,283.0,25.06
Karawang,-6.321,107.339,2024,8,2024-08,67.3,25.33
Karawang,-6.321,107.339,2024,9,2024-09,237.3,26.09
Karawang,-6.321,107.339,2024,10,2024-10,71.3,27.02
Karawang,-6.321,107.339,2024,11,2024-11,338.7,26.55
Karawang,-6.321,107.339,2024,12,2024-12,318.7,25.66
Karawang,-6.321,107.339,2025,1,2025-01,474.3,25.27
Karawang,-6.321,107.339,2025,2,2025-02,252.0,25.22
Karawang,-6.321,107.339,2025,3,2025-03,220.1,25.53
Karawang,-6.321,107.339,2025,4,2025-04,174.9,26.04
Karawang,-6.321,107.339,2025,5,2025-05,205.8,26.41
Karawang,-6.321,107.339,2025,6,2025-06,240.0,25.57
Karawang,-6.321,107.339,2025,7,2025-07,186.9,25.13
Karawang,-6.321,107.339,2025,8,2025-08,212.7,25.19
Karawang,-6.321,107.339,2025,9,2025-09,201.9,25.81
Karawang,-6.321,107.339,2025,10,2025-10,250.2,26.13
Karawang,-6.321,107.339,2025,11,2025-11,177.3,26.08
Karawang,-6.321,107.339,2025,12,2025-12,235.3,25.56
Bekasi,-6.374,107.13,2021,1,2021-01,315.0,24.03
Bekasi,-6.374,107.13,2021,2,2021-02,551.3,24.11
Bekasi,-6.374,107.13,2021,3,2021-03,484.5,24.56
Bekasi,-6.374,107.13,2021,4,2021-04,206.7,24.74
Bekasi,-6.374,107.13,2021,5,2021-05,166.8,25.25
Bekasi,-6.374,107.13,2021,6,2021-06,158.7,24.78
Bekasi,-6.374,107.13,2021,7,2021-07,59.8,24.26
Bekasi,-6.374,107.13,2021,8,2021-08,86.8,24.73
Bekasi,-6.374,107.13,2021,9,2021-09,140.1,25.17
Bekasi,-6.374,107.13,2021,10,2021-10,213.9,25.63
Bekasi,-6.374,107.13,2021,11,2021-11,319.2,24.86
Bekasi,-6.374,107.13,2021,12,2021-12,311.9,24.69
Bekasi,-6.374,107.13,2022,1,2022-01,219.5,24.48
Bekasi,-6.374,107.13,2022,2,2022-02,227.6,24.29
Bekasi,-6.374,107.13,2022,3,2022-03,256.1,24.74
Bekasi,-6.374,107.13,2022,4,2022-04,322.8,25.0
Bekasi,-6.374,107.13,2022,5,2022-05,187.9,25.04
